trade_date,RB9999,Y9999,IC9999,HC9999,I9999,TA9999,WR9999,CF9999,CJ9999,TF9999,V9999,FU9999,FG9999,CU9999,CY9999,IH9999,T9999,PB9999,RM9999,JM9999,ZC9999,PP9999,RU9999,P9999,B9999,SC9999,J9999,AP9999,ZN9999,C9999,BU9999,SR9999,AG9999,SM9999,TS9999,NI9999,IF9999,L9999,SF9999,MA9999,CS9999,EG9999,BB9999,SN9999,OI9999,M9999,SP9999,JD9999,AU9999,A9999,WH9999,AL9999
2007-07-11,,Y0709.XDCE,,,,TA0707.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0709.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-12,,Y0709.XDCE,,,,TA0707.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0709.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-13,,Y0709.XDCE,,,,TA0707.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0709.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-16,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0709.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-17,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0709.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-18,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0709.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-19,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-20,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-23,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-24,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0709.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0709.XSGE
2007-07-25,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-07-26,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-07-27,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-07-30,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-07-31,,Y0709.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-08-01,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0709.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-08-02,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-08-03,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-08-06,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-08-07,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0801.XDCE,,AL0710.XSGE
2007-08-08,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-09,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-10,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0710.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-13,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-14,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0801.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-15,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-16,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-17,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-20,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0801.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0710.XSGE
2007-08-21,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-22,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-23,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0710.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-24,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0801.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-27,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-28,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-29,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0710.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-30,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-08-31,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-03,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-04,,Y0801.XDCE,,,,TA0709.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0711.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-05,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-06,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0711.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-07,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-10,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-11,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-12,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-13,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-14,,Y0801.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0711.XSGE
2007-09-17,,Y0805.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-18,,Y0805.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-19,,Y0805.XDCE,,,,TA0712.XZCE,,CF0801.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0711.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-20,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-21,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0711.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-24,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-25,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-26,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0711.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-27,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-09-28,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-08,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-09,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-10,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0712.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-11,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-12,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-15,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-16,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-17,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-18,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-19,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-22,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-23,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0712.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-24,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-25,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0712.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-26,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0712.XSGE
2007-10-29,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,,B0805.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-10-30,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0805.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
2007-10-31,,Y0805.XDCE,,,,TA0712.XZCE,,CF0805.XZCE,,,,FU0801.XSGE,,CU0801.XSGE,,,,,,,,,RU0801.XSGE,P0805.XDCE,B0807.XDCE,,,,ZN0801.XSGE,C0805.XDCE,,SR0805.XZCE,,,,,,L0801.XDCE,,,,,,,,M0805.XDCE,,,,A0805.XDCE,,AL0801.XSGE
